NREGION;CODIGO;NNROVIV;NHOGAR;PONDERA;C1_P01;C1_P02;C1_P03;C1_P04;C1_P05;C1_P06;C1_P07;C1_P08;C1_P09;C1_P10;C1_P11;C1_P12;C1_P13;DefMaterial_Paredes;DefMaterial_Pisos;DefGas;CantPob_0_17;CantPob_5_17;Act_5_17;ClimaEduHogar;Hog_AUH;Hog_AyudasProgSoc
40;57052;1;1;151;1;1;1;3;3;1;1;2;1;1;2;1;1;0;0;1;4;3;0;2;1;1
40;57054;1;1;201;2;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57055;1;1;152;1;1;1;2;2;1;1;2;1;1;2;1;1;0;0;1;3;1;0;1;2;2
40;57056;1;1;513;1;1;2;1;1;1;1;2;1;1;2;1;1;0;0;1;0;0; ; ; ; 
40;57057;1;1;204;2;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57058;1;1;152;1;1;1;4;4;1;1;1;1;1;2;1;1;0;0;0;1;1;0;3;2;2
40;57060;1;1;371;1;1;1;1;1;1;1;2;1;1;2;1;3;0;0;1;1;1;1;1;1;2
40;57074;1;1;212;2;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57075;1;1;205;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57076;1;1;288;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;2;2;0;2;2;2
40;57077;1;1;199;1;1;2;2;2;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
40;57078;1;1;194;1;1;1;4;4;1;1;3;1;1;1;1;1;0;0;1;1;1;0;1;1;1
40;57079;1;1;194;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;2;2;1;2;2;2
40;57080;1;1;484;1;1;1;4;4;1;1;2;1;1;2;1;1;0;0;1;2;2;0;1;2;2
40;57081;1;1;180;1;1;1;2;2;1;1;3;1;1;2;1;1;0;0;1;2;2;0;2;1;2
40;57082;1;1;501;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;1;1;0;1;2;2
40;57086;1;1;180;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;1;1;0;2;2;2
40;57087;1;1;223;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;3;3;0;3;2;2
40;57088;1;1;141;1;1;1;3;3;1;1;1;1;1;2;1;1;0;0;0;1;0; ;3;2;2
40;57089;1;1;608;1;1;2;2;2;2;1;2;1;2;2;1;1;0;0;1;1;1;0;1;1;2
40;57090;1;1;112;1;1;1;3;3;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
40;57091;1;1;511;1;1;1;3;3;1;1;2;1;1;2;1;1;0;0;1;1;1;0;2;2;2
40;57093;1;1;509;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57095;1;1;617;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57096;1;1;215;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57097;1;1;180;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57099;1;1;492;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;1;1;0;2;2;2
40;57100;1;1;350;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57101;1;1;617;1;3;1;3;3;1;1;2;1;1;2;1;1;1;0;1;0;0; ; ; ; 
40;57103;1;1;184;1;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;1;1;0;2;2;2
40;57104;1;1;271;1;1;2;3;3;1;1;3;1;1;3;1;1;0;0;1;1;0; ;1;1;2
40;57105;1;1;260;1;1;1;4;4;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
40;57106;1;1;255;1;1;1;6;6;1;1;1;1;1;3;1;1;0;0;0;0;0; ; ; ; 
40;57109;1;1;364;1;1;1;2;2;1;1;3;1;1;2;1;1;0;0;1;0;0; ; ; ; 
40;57110;1;1;195;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57112;1;1;865;1;1;1;2;2;1;1;3;1;1;2;1;3;0;0;1;0;0; ; ; ; 
40;57113;1;1;298;1;1;1;2;2;1;1;3;1;1;2;1;1;0;0;1;0;0; ; ; ; 
40;57114;1;1;220;1;1;1;3;3;1;1;3;1;1;1;1;3;0;0;1;1;1;0;1;1;1
40;57115;1;1;864;1;1;1;2;2;1;1;3;1;1;2;1;1;0;0;1;0;0; ; ; ; 
40;57117;1;1;470;1;1;2;2;2;1;1;3;1;1;2;1;5;0;0;1;3;2;0;2;2;2
40;57133;1;1;287;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57134;1;1;287;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57135;1;1;287;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57136;1;1;249;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57137;1;1;821;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57150;1;1;197;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;1;0; ;3;2;2
40;57151;1;1;173;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;1;1;0;1;2;2
40;57152;1;1;191;1;1;1;3;3;1;1;1;1;1;1;1;3;0;0;0;2;2;0;2;2;2
40;57153;1;1;206;2;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;2;1;0;2;2;2
40;57154;1;1;212;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;1;1;0;3;2;2
40;57155;1;1;146;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;1;1;0;3;2;2
40;57156;1;1;197;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;1;0; ;1;2;2
40;57157;1;1;275;1;1;1;3;3;1;1;1;1;1;1;1;5;0;0;0;2;1;0;2;1;2
40;57158;1;1;177;1;1;1;3;3;1;1;3;1;1;1;1;1;0;0;1;1;1;1;1;2;2
40;57159;1;1;285;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;2;1;0;2;1;2
40;57160;1;1;187;1;1;1;2;2;1;1;1;1;1;1;1;3;0;0;0;1;1;0;2;1;2
40;57161;1;1;218;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;2;2;0;3;1;2
40;57231;1;1;193;1;1;2;2;2;1;1;3;1;1;1;1;1;0;0;1;2;2;0;2;2;2
40;57232;1;1;178;1;1;1;4;4;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
40;57233;1;1;164;1;1;2;2;2;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
40;57234;1;1;177;1;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;1;1;0;3;1;2
40;57235;1;1;254;1;1;1;2;2;1;1;3;1;1;1;1;1;0;0;1;2;2;1;3;2;2
40;57236;1;1;198;1;1;2;5;5;1;1;3;1;1;1;1;1;0;0;1;1;1;1;1;2;2
40;57298;1;1;120;1;1;1;4;4;1;1;3;1;1;1;1;1;0;0;1;1;1;0;3;2;2
40;57299;1;1;155;1;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57300;1;1;178;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57334;1;1;307;1;1;1;3;3;1;1;1;1;1;3;1;1;0;0;0;2;1;0;1;1;2
40;57335;1;1;343;1;1;2;3;3;1;1;3;1;1;2;1;2;0;0;1;5;4;1;1;2;2
40;57336;1;1;319;1;1;1;3;3;1;1;3;1;1;2;1;1;0;0;1;3;3;0;1;2;1
40;57337;1;1;329;1;1;1;4;4;1;1;3;1;1;2;1;5;0;0;1;2;2;0;1;1;2
40;57338;1;1;333;1;1;1;5;5;1;1;3;1;2;2;1;2;0;0;1;3;2;1;1;2;2
40;57339;1;1;382;2;1;2;3;3;1;1;3;1;1;2;2;2;0;0;1;2;2;0;1;2;1
40;57340;2;7;318;2;1;2;3;3;1;1;3;1;1;2;2;2;0;0;1;2;2;1;2;1;2
40;57341;1;1;319;1;3;2;3;3;1;1;3;1;1;2;1;2;1;0;1;1;1;0;2;2;2
40;57359;1;1;126;1;1;2;3;3;1;1;1;1;1;1;1;1;0;0;0;3;3;0;1;1;1
40;57361;1;1;119;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;3;3;0;2;2;2
40;57365;1;1;147;1;1;3;2;2;1;1;3;1;1;1;1;1;0;1;1;2;1;0;1;1;2
40;57369;1;1;124;1;3;2;2;2;1;1;3;1;1;1;1;1;1;0;1;1;1;0;1;2;2
40;57371;1;1;192;1;3;2;1;1;1;1;3;1;1;1;1;2;1;0;1;4;3;0;1;1;2
40;57374;1;1;149;1;1;3;1;1;2;1;3;2; ; ; ;1;0;1;1;2;2;0;1;1;2
40;57384;1;1;225;1;3;3;2;2;2;1;3;1;3;3;1;1;1;1;1;7;5;0;1;1;2
40;57395;1;1;211;1;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57396;1;1;847;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;1;1;0;3;2;2
40;57397;1;1;249;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;1;1;0;2;2;1
40;57398;1;1;517;1;1;1;3;3;1;1;1;1;2;2;1;1;0;0;0;0;0; ; ; ; 
40;57400;1;1;250;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;1;0; ;1;2;2
40;57401;1;1;195;1;1;1;5;5;1;1;1;1;2;3;1;1;0;0;0;0;0; ; ; ; 
40;57402;1;1;566;1;1;1;3;3;1;1;1;1;2;3;1;1;0;0;0;0;0; ; ; ; 
40;57403;1;1;166;1;1;2;4;4;2;1;3;1;2;3;1;1;0;0;1;0;0; ; ; ; 
40;57405;1;1;167;1;1;1;5;5;1;1;3;1;2;3;1;1;0;0;1;1;1;0;2;2;2
40;57406;1;1;343;1;1;1;3;3;1;1;1;1;2;3;1;1;0;0;0;0;0; ; ; ; 
40;57407;1;1;166;1;1;1;6;6;1;1;1;1;2;3;1;1;0;0;0;1;1;0;2;2;2
40;57408;1;1;441;1;1;1;7;7;1;1;1;1;2;3;1;5;0;0;0;2;2;0;3;2;2
40;57409;1;1;250;1;1;1;3;3;1;1;1;1;2;3;1;1;0;0;0;1;1;0;2;2;2
40;57410;1;1;416;1;1;1;6;6;1;1;1;1;2;3;1;1;0;0;0;0;0; ; ; ; 
40;57412;1;1;706;2;1;1;2;2;1;1;1;1;1;1;1;3;0;0;0;1;0; ;2;2;2
40;57413;1;1;640;2;1;1;1;1;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
40;57415;1;1;817;1;1;1;3;3;1;1;1;1;1;1;1;3;0;0;0;3;3;0;2;2;2
40;57417;1;1;1150;2;1;1;3;3;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
40;57418;1;1;1042;2;1;1;3;3;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
40;57419;1;1;1190;2;1;1;4;4;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
40;57420;1;1;1104;2;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57422;2;1;309;2;3;2;1;1;1;1;3;1;1;1;1;3;1;0;1;2;1;0;1;1;2
40;57424;1;1;736;1;1;2;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57425;1;1;803;1;1;1;7;7;1;1;1;1;1;1;1;1;0;0;0;1;1;0;1;2;2
40;57426;1;1;699;1;1;1;2;2;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
40;57428;1;1;799;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;1;0; ;1;1;1
40;57429;1;1;610;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;1;1;0;3;2;2
40;57431;1;1;605;1;1;1;3;3;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
40;57433;1;1;139;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;1;1;0;3;2;2
40;57435;1;1;137;1;1;1;7;7;1;1;1;1;1;1;1;1;0;0;0;1;1;0;3;2;2
40;57443;1;1;185;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;2;1;1;3;2;2
40;57504;1;1;347;1;1;1;4;4;1;1;1;1;1;1;1;2;0;0;0;0;0; ; ; ; 
40;57505;1;1;362;1;1;1;3;3;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
40;57506;1;1;356;2;1;1;4;4;1;1;3;1;1;1;1;1;0;0;1;1;1;0;2;1;1
40;57507;1;1;373;2;1;1;3;3;2;1;3;1;1;1;1;5;0;0;1;2;2;0;1;2;2
40;57508;1;1;285;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57509;1;1;270;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57510;1;1;274;2;1;1;2;2;1;1;1;1;1;3;1;1;0;0;0;0;0; ; ; ; 
40;57514;1;1;275;1;1;1;2;2;1;1;1;1;1;1;1;2;0;0;0;0;0; ; ; ; 
40;57515;1;1;289;1;1;1;5;5;1;1;1;1;1;2;1;1;0;0;0;0;0; ; ; ; 
40;57556;1;1;131;1;6;2;4;4;1;1;1;1;1;2;1;2;99;0;0;1;1;0;2;2;2
40;57557;1;1;330;1;6;1;4;4;1;1;3;1;1;2;1;1;99;0;1;0;0; ; ; ; 
40;57558;1;1;131;1;1;1;5;5;1;1;1;1;1;2;1;1;0;0;0;0;0; ; ; ; 
40;57560;1;1;132;1;6;1;5;3;1;1;3;1;1;2;1;1;99;0;1;2;1;0;1;2;2
40;57563;1;1;331;1;6;1;6;4;1;1;1;1;2;2;1;1;99;0;0;0;0; ; ; ; 
40;57567;1;1;131;1;1;1;4;4;1;1;3;1;1;2;1;1;0;0;1;2;0; ;1;1;1
40;57570;1;1;131;1;6;1;4;4;1;1;3;1;2;2;1;1;99;0;1;0;0; ; ; ; 
40;57571;1;1;152;1;1;1;3;3;1;1;1;1;1;2;1;5;0;0;0;1;0; ;3;2;2
40;57572;1;1;263;1;1;1;4;4;1;1;3;1;1;2;1;5;0;0;1;3;2;1;2;2;2
40;57577;1;1;144;1;1;2;3;3;1;1;3;1;2;2;1;1;0;0;1;3;3;1;1;2;2
40;57578;1;1;221;1;1;1;2;2;1;1;1;1;1;1;1;3;0;0;0;2;2;0;2;2;2
40;57594;1;1;332;1;1;1;3;3;1;1;1;1;1;1;1;5;0;0;0;2;2;0;3;2;2
40;57595;2;2;286;9; ; ; ;2;1;1;1;1;1;3;1;1;99;99;0;1;1;0;2;2;2
40;57596;1;1;263;1;1;1;4;4;1;1;3;1;1;1;1;5;0;0;1;1;1;0;1;2;2
40;57597;1;1;378;2;1;2;2;2;1;1;1;1;1;1;1;5;0;0;0;4;4;1;1;2;1
40;57599;1;1;90;2;1;1;1;1;1;1;3;1;1;1;1;3;0;0;1;0;0; ; ; ; 
40;57601;1;1;78;1;1;1;2;2;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
40;57602;1;1;115;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57603;1;1;103;1;1;1;2;2;1;1;3;1;1;1;1;3;0;0;1;1;1;0;1;2;1
40;57604;1;1;114;1;1;1;3;3;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
40;57605;1;1;104;1;1;2;2;2;1;1;3;1;1;1;2;1;0;0;1;0;0; ; ; ; 
40;57606;1;1;113;2;1;1;1;1;1;1;3;1;1;1;1;3;0;0;1;1;1;0;2;1;1
40;57607;1;1;310;2;1;1;6;6;1;1;1;1;1;1;1;1;0;0;0;1;1;0;2;2;2
40;57608;1;1;297;2;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57609;1;1;297;2;1;1;5;4;1;1;1;1;1;1;2;1;0;0;0;0;0; ; ; ; 
40;57610;1;7;307;2;1;1;5;1;1;1;1;1;1;1;2;4;0;0;0;0;0; ; ; ; 
40;57611;1;1;295;2;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57612;1;1;324;2;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;2;2;0;2;2;2
40;57613;1;1;280;2;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57614;1;1;310;2;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57615;1;1;310;2;1;1;4;4;1;1;1;1;1;1;1;5;0;0;0;0;0; ; ; ; 
40;57622;1;1;103;1;1;1;3;3;1;1;1;1;1;1;1;5;0;0;0;3;3;0;1;1;2
40;57623;1;1;106;1;1;2;4;4;1;1;3;1;1;1;1;5;0;0;1;0;0; ; ; ; 
40;57624;1;1;100;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;1;1;0;1;2;2
40;57625;1;1;305;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;1;1;0;3;2;2
40;57626;1;1;294;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57627;1;1;298;2;1;1;1;1;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
40;57630;1;1;233;1;1;2;3;3;1;1;3;1;1;1;1;2;0;0;1;3;3;1;1;1;1
40;57631;1;1;147;1;1;2;2;2;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
40;57632;1;1;141;1;1;2;4;4;1;1;3;1;1;1;1;2;0;0;1;2;2;1;1;2;2
40;57633;1;1;200;1;1;2;4;4;1;1;3;1;1;1;1;1;0;0;1;2;2;0;1;2;2
40;57634;1;1;195;1;3;2;3;3;2;1;3;1;2;3;1;2;1;0;1;2;1;0;1;1;1
40;57635;1;1;339;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57636;1;1;412;1;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;2;2;0;2;2;2
40;57637;1;1;377;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;1;1;0;3;2;2
40;57638;1;1;317;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57639;1;1;317;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57640;1;1;417;1;1;1;1;1;1;1;3;1;2;1;1;2;0;0;1;5;5;1;1;1;2
40;57641;1;1;316;1;1;1;6;6;1;1;1;1;1;1;1;1;0;0;0;1;1;0;3;2;2
40;57642;1;1;323;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57644;1;1;359;1;1;1;3;3;1;1;3;1;1;2;1;6;0;0;1;1;0; ;1;2;2
40;57645;1;1;345;1;1;1;4;4;1;1;3;1;1;2;1;1;0;0;1;0;0; ; ; ; 
40;57646;1;1;324;1;1;2;1;1;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
40;57647;1;1;333;1;1;1;5;5;1;1;3;1;1;2;1;5;0;0;1;0;0; ; ; ; 
40;57653;1;1;147;1;1;2;3;3;1;1;3;1;2;2;1;1;0;0;1;1;0; ;2;1;2
40;57654;1;1;269;1;1;2;4;4;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
40;57655;1;1;178;2;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57656;11;1;207;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57657;1;1;273;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57658;1;1;425;2;1;1;2;2;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
40;57659;1;1;238;2;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57660;1;1;425;2;1;1;2;2;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
40;57674;1;1;201;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57675;1;1;207;1;1;1;5;5;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
40;57676;1;1;210;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57678;1;1;207;1;1;1;6;6;1;1;1;1;1;1;1;1;0;0;0;1;1;0;2;2;2
40;57712;1;1;252;1;1;2;3;3;1;1;3;1;1;1;1;1;0;0;1;4;3;0;1;2;2
40;57713;1;1;227;1;1;1;2;2;1;1;3;1;1;1;1;1;0;0;1;5;4;1;1;2;2
40;57714;1;1;317;1;1;1;2;2;1;1;3;1;1;1;1;1;0;0;1;2;1;0;1;1;2
40;57715;1;1;213;1;1;1;2;2;1;1;3;1;1;1;1;1;0;0;1;3;3;1;1;2;2
40;57716;1;1;392;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;2;2;0;2;2;2
40;57717;1;1;369;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;3;3;1;1;2;2
40;57718;1;1;425;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;2;2;0;2;2;2
40;57719;1;1;516;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;2;1;0;1;2;2
40;57720;1;1;377;1;1;1;2;2;1;1;1;1;1;1;1;5;0;0;0;0;0; ; ; ; 
40;57721;1;1;267;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;2;2;0;1;2;1
40;57722;1;1;255;1;1;1;5;5;1;1;3;1;1;1;1;1;0;0;1;2;1;0;3;2;2
40;57723;1;1;217;1;1;1;3;3;1;1;3;1;1;1;1;1;0;0;1;2;1;0;3;2;2
40;57724;1;1;350;1;1;2;2;2;2;1;3;2; ; ; ;1;0;0;1;3;2;0;1;1;2
40;57725;1;1;191;1;1;2;3;3;1;1;3;1;1;3;1;1;0;0;1;3;3;0;2;2;2
40;57726;1;1;314;1;1;3;2;2;3;1;3;1;3;3;1;1;0;1;1;3;1;0;1;1;1
40;57727;1;1;165;1;6;1;2;2;1;1;1;1;1;1;1;1;99;0;0;1;1;0;2;2;2
40;57728;1;1;142;1;1;1;4;4;1;1;1;1;1;2;1;1;0;0;0;2;2;0;2;2;2
40;57729;1;1;142;1;1;1;3;3;1;1;3;1;1;2;1;1;0;0;1;2;1;0;1;2;2
40;57730;1;1;142;1;1;1;3;3;1;1;3;1;1;2;1;1;0;0;1;3;2;0;1;2;1
40;57731;1;1;143;1;1;2;3;3;1;1;3;1;1;2;1;1;0;0;1;0;0; ; ; ; 
40;57734;1;1;189;1;1;1;3;3;1;1;3;1;1;1;1;1;0;0;1;1;1;1;1;2;1
40;57736;1;1;271;1;1;2;1;1;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
40;57737;1;1;357;1;1;2;3;3;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
40;57738;1;1;703;1;1;2;2;2;1;1;3;1;1;3;1;1;0;0;1;1;1;0;1;2;2
40;57741;1;1;206;1;1;2;4;4;1;1;3;1;1;2;1;1;0;0;1;0;0; ; ; ; 
40;57742;1;1;209;1;1;1;4;4;1;1;3;1;1;2;1;1;0;0;1;0;0; ; ; ; 
40;57743;1;1;207;1;1;1;4;4;1;1;3;1;1;2;1;5;0;0;1;1;0; ;2;2;2
40;57746;1;1;705;1;1;2;4;4;2;1;3;1;2;2;1;1;0;0;1;0;0; ; ; ; 
40;57769;1;1;33;1;1;1;3;3;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
40;57776;1;1;109;1;1;1;3;3;1;1;3;1;1;1;1;1;0;0;1;2;2;0;2;1;2
40;57777;1;1;79;1;1;1;3;3;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
40;57778;1;1;94;1;1;1;4;4;1;1;3;1;1;1;1;1;0;0;1;1;1;0;1;2;2
40;57781;1;1;107;1;1;1;3;3;1;1;3;1;1;1;1;1;0;0;1;1;1;0;1;2;2
40;57782;1;1;70;1;1;1;3;3;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
40;57783;1;1;290;1;1;1;6;6;1;1;1;1;1;1;1;1;0;0;0;2;1;0;3;2;2
40;57784;1;1;391;1;1;1;6;6;1;1;1;1;1;1;1;7;0;0;0;4;3;0;2;2;2
40;57789;1;1;191;1;1;1;4;4;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
40;57791;1;1;184;1;1;1;6;6;1;1;1;1;1;1;1;1;0;0;0;1;1;0;2;2;2
40;57796;1;1;188;1;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57797;1;1;190;1;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57798;1;1;279;1;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;2;2;0;1;1;2
40;57799;1;1;473;1;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57800;1;1;465;1;1;1;2;2;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
40;57801;1;1;442;1;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57802;1;1;479;1;1;2;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
40;57804;1;1;114;1;1;1;2;2;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
40;57805;1;1;134;1;1;1;3;3;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
40;57806;1;1;107;1;1;1;2;2;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
40;57807;1;1;165;1;1;1;4;4;1;1;2;1;1;1;1;3;0;0;1;0;0; ; ; ; 
40;57810;1;1;64;1;1;1;2;2;1;1;3;1;1;1;1;3;0;0;1;1;0; ;1;1;2
40;57811;1;1;46;1;1;1;3;3;1;1;3;1;1;1;1;3;0;0;1;0;0; ; ; ; 
40;57812;1;1;60;1;1;1;3;3;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
40;57813;1;1;61;1;1;1;4;4;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
40;57814;1;1;55;1;1;1;3;3;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
40;57815;1;1;58;1;1;1;4;4;1;1;3;1;1;1;1;1;0;0;1;1;1;0;1;1;2
40;57816;1;1;83;1;1;1;4;4;1;1;3;1;1;1;1;1;0;0;1;1;1;0;2;2;2
40;57817;1;1;91;1;1;1;4;4;1;1;3;1;1;1;1;3;0;0;1;3;3;0;1;1;2
40;57818;1;1;102;1;1;1;4;4;1;1;3;1;1;1;1;1;0;0;1;3;2;0;1;1;2
40;57820;1;1;353;1;1;1;3;3;1;1;3;1;1;2;1;3;0;0;1;2;1;0;2;2;2
40;57821;1;1;202;1;1;1;3;3;1;1;3;1;1;2;1;1;0;0;1;0;0; ; ; ; 
40;57822;1;1;228;1;2;2;6;6;1;1;3;1;1;2;1;1;1;0;1;0;0; ; ; ; 
40;57823;1;1;191;1;1;1;3;3;1;1;3;1;1;2;1;1;0;0;1;0;0; ; ; ; 
40;57825;1;1;427;1;2;1;4;4;1;1;3;1;1;2;1;1;1;0;1;1;1;1;2;2;2
