NREGION;CODIGO;NNROVIV;NHOGAR;PONDERA;C1_P01;C1_P02;C1_P03;C1_P04;C1_P05;C1_P06;C1_P07;C1_P08;C1_P09;C1_P10;C1_P11;C1_P12;C1_P13;DefMaterial_Paredes;DefMaterial_Pisos;DefGas;CantPob_0_17;CantPob_5_17;Act_5_17;ClimaEduHogar;Hog_AUH;Hog_AyudasProgSoc
42;35667;1;1;119;1;1;1;3;3;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
42;35668;1;1;87;1;1;1;3;3;1;1;3;1;1;3;1;3;0;0;1;0;0; ; ; ; 
42;35669;1;1;89;1;1;1;2;2;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
42;35670;1;1;90;1;1;1;3;3;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
42;35711;1;1;216;1;1;1;3;3;1;1;1;1;1;3;1;1;0;0;0;2;2;0;1;1;2
42;35712;1;1;209;1;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35713;1;1;222;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35714;1;1;436;1;1;1;5;5;1;1;1;1;1;1;1;3;0;0;0;3;2;0;3;2;2
42;35715;1;1;179;1;1;1;2;2;1;1;1;1;1;3;1;1;0;0;0;1;1;0;1;1;2
42;35716;1;1;256;1;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35717;1;1;219;1;1;1;4;4;1;1;1;1;1;1;1;3;0;0;0;1;1;0;2;2;2
42;35720;1;1;231;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;1;1;0;3;2;2
42;35723;1;1;140;1;2;2;5;5;1;1;1;1;1;1;1;1;1;0;0;0;0; ; ; ; 
42;35724;1;1;294;1;1;1;2;2;1;1;1;1;1;1;1;5;0;0;0;2;2;0;3;2;2
42;35725;1;1;158;1;1;2;4;4;1;1;1;1;1;3;1;1;0;0;0;0;0; ; ; ; 
42;35727;1;1;187;2;1;1;2;2;1;1;1;1;1;1;1;2;0;0;0;0;0; ; ; ; 
42;35728;1;1;154;1;1;1;3;3;1;1;1;1;1;2;1;1;0;0;0;0;0; ; ; ; 
42;35729;1;1;186;1;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35731;1;1;211;2;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35732;1;1;177;2;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35733;1;1;184;2;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35734;1;1;184;2;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35737;1;1;112;1;1;1;3;3;1;1;1;1;1;3;1;1;0;0;0;0;0; ; ; ; 
42;35739;1;1;154;1;1;1;2;2;1;1;3;1;1;3;1;2;0;0;1;0;0; ; ; ; 
42;35740;1;1;121;1;1;2;3;3;1;1;2;1;1;3;1;1;0;0;1;0;0; ; ; ; 
42;35741;1;1;169;1;1;2;1;1;1;1;3;1;1;3;1;1;0;0;1;2;2;1;3;2;1
42;35742;1;1;151;1;1;1;3;3;1;1;1;1;1;3;1;1;0;0;0;0;0; ; ; ; 
42;35744;1;1;138;1;1;1;2;2;1;1;1;1;1;2;1;1;0;0;0;0;0; ; ; ; 
42;35746;1;1;127;1;1;1;4;4;1;1;1;1;1;3;1;1;0;0;0;1;1;0;2;2;2
42;35763;1;1;246;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;3;1;0;2;1;1
42;35765;1;1;146;1;1;1;2;2;1;1;1;1;1;2;1;3;0;0;0;2;1;0;1;2;2
42;35767;1;1;356;1;1;1;4;4;1;1;1;1;1;2;1;1;0;0;0;2;1;0;3;2;2
42;35785;1;1;176;2;1;1;3;3;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
42;35787;1;1;171;2;1;1;4;4;1;1;1;1;1;1;1;5;0;0;0;0;0; ; ; ; 
42;35788;1;1;194;2;1;1;2;2;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
42;35789;1;1;193;2;1;1;2;2;1;1;1;1;1;1;1;2;0;0;0;0;0; ; ; ; 
42;35790;1;1;176;2;1;1;3;3;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
42;35791;1;1;191;2;1;1;4;4;1;1;1;1;1;1;1;5;0;0;0;0;0; ; ; ; 
42;35792;1;1;207;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35793;1;1;302;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;1;0; ;2;2;2
42;35794;1;1;154;1;1;2;2;2;1;1;3;1;1;2;1;1;0;0;1;2;2;0;1;1;2
42;35795;1;1;117;1;1;1;4;4;1;1;3;1;1;3;1;1;0;0;1;2;2;1;1;2;2
42;35796;1;1;190;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35797;1;1;197;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35798;1;1;207;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35799;1;1;120;1;1;2;3;3;1;1;1;1;1;2;1;1;0;0;0;0;0; ; ; ; 
42;35800;1;1;197;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35801;1;1;214;1;1;2;4;4;1;1;1;1;1;2;1;1;0;0;0;1;0; ;2;2;2
42;35802;1;1;113;1;1;1;3;3;1;1;3;1;1;3;1;5;0;0;1;1;1;0;1;2;2
42;35803;1;1;194;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35804;1;1;102;1;1;1;4;4;1;1;3;1;1;3;1;1;0;0;1;1;1;0;1;2;2
42;35805;1;1;190;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35806;1;1;123;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35807;1;1;203;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35808;1;1;119;1;1;1;2;2;1;1;1;1;1;3;9;1;0;0;0;0;0; ; ; ; 
42;35809;1;1;147;1;1;2;4;4;1;1;3;1;1;3;1;5;0;0;1;2;1;0;1;2;2
42;35810;1;1;137;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35811;1;1;197;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35813;1;1;126;1;1;1;3;3;1;1;1;1;1;2;1;1;0;0;0;0;0; ; ; ; 
42;35814;1;1;125;1;1;1;2;2;1;1;1;1;1;2;1;1;0;0;0;0;0; ; ; ; 
42;35815;1;1;99;1;2;1;2;2;1;1;3;1;1;3;1;1;1;0;1;0;0; ; ; ; 
42;35816;1;1;101;1;1;1;3;3;1;1;3;1;1;3;1;1;0;0;1;1;1;0;2;2;2
42;35819;1;1;133;2;1;1;2;2;1;1;5;1;1;3;1;3;0;0;99;2;2;0;3;2;2
42;35823;1;1;119;1;1;1;4;4;1;1;2;1;1;3;1;5;0;0;1;1;1;0;3;2;2
42;35824;1;1;117;1;1;1;3;3;1;1;2;1;1;3;1;5;0;0;1;1;1;0;3;2;2
42;35825;1;1;93;1;1;1;4;4;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
42;35864;1;1;166;1;2;2;2;2;1;1;1;1;1;3;1;1;1;0;0;3;3;0;1;2;2
42;35865;1;1;115;1;2;2;2;2;1;1;3;1;1;3;1;1;1;0;1;0;0; ; ; ; 
42;35866;1;1;138;1;2;2;3;3;1;1;1;1;1;3;1;3;1;0;0;0;0; ; ; ; 
42;35867;1;1;108;1;1;2;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35868;1;1;146;1;1;1;3;3;1;2;1;1;1;1;1;3;0;0;0;1;1;0;2;2;1
42;35869;1;1;168;1;1;2;2;2;1;1;3;1;1;3;1;2;0;0;1;2;2;0;3;1;2
42;35870;1;1;109;1;1;1;1;1;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
42;35871;1;1;118;1;2;2;3;3;1;1;1;1;1;1;1;1;1;0;0;0;0; ; ; ; 
42;35872;1;1;118;1;1;1;4;4;1;1;1;1;1;3;1;1;0;0;0;0;0; ; ; ; 
42;35873;1;1;133;1;1;1;3;3;1;1;1;1;1;3;1;2;0;0;0;0;0; ; ; ; 
42;35874;1;1;205;1;1;1;3;3;1;1;1;1;1;2;1;1;0;0;0;0;0; ; ; ; 
42;35875;1;1;231;1;1;1;4;4;1;1;1;1;1;2;1;1;0;0;0;1;1;0;2;2;2
42;35876;1;1;215;1;1;1;4;4;1;1;1;1;1;2;1;1;0;0;0;0;0; ; ; ; 
42;35877;1;1;216;1;1;1;3;3;1;1;1;1;1;3;1;1;0;0;0;0;0; ; ; ; 
42;35878;1;1;205;1;2;1;4;4;1;1;1;1;1;3;1;1;1;0;0;0;0; ; ; ; 
42;35880;1;1;221;2;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35881;1;1;211;2;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35882;1;1;220;2;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35883;1;1;369;2;1;1;4;4;1;1;1;1;1;1;1;3;0;0;0;2;1;0;2;2;2
42;35887;1;1;388;1;1;1;2;2;1;1;1;1;1;1;1;3;0;0;0;2;0; ;3;1;2
42;35888;1;1;239;1;1;1;2;2;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
42;35889;1;1;207;1;1;1;3;3;1;1;1;1;1;2;1;1;0;0;0;0;0; ; ; ; 
42;35891;1;1;204;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35897;1;1;192;2;1;1;4;4;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
42;35939;1;1;139;1;1;1;5;5;1;1;2;1;1;3;1;1;0;0;1;2;2;0;3;2;2
42;35940;1;1;142;2;1;1;2;2;1;1;3;1;1;3;1;3;0;0;1;2;2;0;3;2;2
42;35941;1;1;64;1;1;1;3;3;1;1;1;1;1;3;1;1;0;0;0;2;1;0;2;1;2
42;35942;1;1;45;1;1;1;2;2;1;1;1;1;1;3;1;1;0;0;0;0;0; ; ; ; 
42;35943;1;1;44;1;2;1;2;2;1;1;1;1;1;3;1;6;1;0;0;0;0; ; ; ; 
42;35945;1;1;47;1;2;1;3;3;1;1;1;1;1;3;1;6;1;0;0;1;1;0;2;2;1
42;35946;1;1;51;1;2;1;3;3;1;1;1;1;1;3;1;1;1;0;0;1;1;0;2;2;1
42;35947;1;1;41;1;3;1;2;2;1;1;1;1;1;3;1;2;1;0;0;0;0; ; ; ; 
42;35948;1;1;105;1;1;2;3;3;1;1;1;1;1;3;1;1;0;0;0;0;0; ; ; ; 
42;35949;1;1;64;1;2;2;1;1;1;1;3;1;2;1;1;1;1;0;1;0;0; ; ; ; 
42;35950;1;1;117;1;1;2;3;3;1;1;3;1;1;3;1;3;0;0;1;0;0; ; ; ; 
42;35951;1;1;87;1;1;1;4;4;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
42;35952;1;1;128;1;1;1;2;2;1;1;1;1;1;3;1;1;0;0;0;0;0; ; ; ; 
42;35953;1;1;140;1;1;2;3;3;1;1;3;1;1;3;1;1;0;0;1;2;2;0;3;2;2
42;35954;1;1;110;1;1;1;2;2;1;1;3;1;1;2;1;1;0;0;1;2;1;0;2;2;2
42;35955;1;1;113;1;1;1;3;3;1;1;3;1;1;2;1;1;0;0;1;2;0; ;1;2;2
42;35956;1;1;107;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35957;1;1;123;1;1;2;1;1;1;1;3;1;2;3;1;5;0;0;1;3;1;0;1;2;2
42;35958;1;1;105;1;1;1;2;2;1;1;3;1;1;3;1;5;0;0;1;0;0; ; ; ; 
42;35959;1;1;106;1;1;2;2;2;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
42;35960;1;1;110;1;1;1;2;2;1;1;3;1;1;1;1;3;0;0;1;0;0; ; ; ; 
42;35961;1;1;106;1;1;1;2;2;1;1;3;1;1;3;1;1;0;0;1;3;3;0;1;2;2
42;35962;1;1;207;1;1;1;2;2;1;1;3;1;1;1;1;1;0;0;1;4;3;0;2;1;2
42;35963;1;1;62;9;1;2;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35964;1;2;76;1;1;2;3;2;1;1;1;1;1;1;1;1;0;0;0;1;1;0;2;2;2
42;35965;1;1;102;1;1;1;2;2;1;1;3;1;1;1;1;3;0;0;1;0;0; ; ; ; 
42;35982;1;1;188;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35984;1;1;263;1;1;1;4;4;1;1;1;1;1;3;1;1;0;0;0;3;3;1;2;1;1
42;35985;1;1;200;1;1;2;3;3;1;1;1;1;1;3;1;1;0;0;0;1;1;0;2;2;2
42;35987;1;1;189;1;1;2;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35989;1;1;204;1;1;2;2;2;1;1;1;1;1;3;1;1;0;0;0;0;0; ; ; ; 
42;35990;1;1;221;1;2;2;2;2;1;1;3;1;1;3;1;5;1;0;1;0;0; ; ; ; 
42;35992;1;1;327;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;2;1;0;3;2;2
42;35993;1;1;189;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;35994;1;1;194;1;1;1;1;1;1;1;3;1;1;1;2;3;0;0;1;0;0; ; ; ; 
42;35995;1;1;211;1;1;1;2;2;1;1;1;1;1;3;1;3;0;0;0;0;0; ; ; ; 
42;35996;1;1;186;1;1;1;3;3;1;1;1;1;1;3;1;1;0;0;0;0;0; ; ; ; 
42;35997;1;1;299;1;1;1;5;5;1;1;3;1;1;1;1;1;0;0;1;2;2;0;2;2;2
42;35998;1;1;373;1;2;1;4;4;1;1;1;1;1;1;1;5;1;0;0;3;1;0;2;2;2
42;35999;1;1;195;1;2;1;4;4;1;1;1;1;1;1;1;5;1;0;0;0;0; ; ; ; 
42;36001;1;1;180;1;1;1;3;3;1;1;1;1;1;3;1;1;0;0;0;0;0; ; ; ; 
42;36002;1;1;190;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36004;1;1;164;1;1;1;2;2;1;1;5;1;1;3;1;1;0;0;99;0;0; ; ; ; 
42;36005;1;1;178;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36007;1;1;176;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36008;1;1;166;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36009;1;1;201;1;1;1;3;3;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
42;36010;1;1;168;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36012;1;1;181;1;1;1;3;3;1;1;3;1;1;1;1;1;0;0;1;1;1;0;2;2;2
42;36017;1;1;187;2;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36114;1;1;197;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36116;1;1;184;2;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36117;1;1;187;1;1;1;3;3;1;1;1;1;1;3;1;1;0;0;0;0;0; ; ; ; 
42;36122;1;1;203;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36123;1;1;223;2;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36124;1;1;231;2;1;1;3;3;1;1;1;1;1;2;1;1;0;0;0;0;0; ; ; ; 
42;36141;1;1;157;1;2;2;4;4;1;1;3;1;1;3;1;4;1;0;1;3;3;1;1;2;2
42;36142;1;1;174;1;2;2;2;2;1;1;3;2; ; ; ;5;1;0;1;6;3;0;1;1;2
42;36201;1;1;218;1;1;1;2;2;1;1;3;1;1;3;1;1;0;0;1;2;2;0;1;1;1
42;36202;1;1;208;1;1;1;2;2;1;1;3;1;1;3;1;1;0;0;1;1;1;0;2;1;2
42;36203;1;1;235;1;1;1;3;3;1;1;3;1;1;3;1;3;0;0;1;1;0; ;1;1;2
42;36204;1;1;160;1;1;2;4;4;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
42;36205;1;1;152;1;1;1;3;3;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
42;36206;1;1;159;1;2;1;3;3;1;1;3;1;1;3;1;1;1;0;1;0;0; ; ; ; 
42;36207;1;1;152;1;2;2;3;3;1;1;3;1;2;3;1;1;1;0;1;0;0; ; ; ; 
42;36208;1;1;151;1;2;1;3;3;1;1;3;1;1;3;1;1;1;0;1;0;0; ; ; ; 
42;36234;1;1;318;2;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;2;1;0;3;2;2
42;36235;1;1;224;1;1;1;3;3;1;1;1;1;1;1;1;2;0;0;0;1;1;1;2;2;1
42;36236;1;7;388;2;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36237;1;1;307;1;1;1;3;3;1;1;1;1;1;3;1;1;0;0;0;2;2;0;1;2;2
42;36238;1;1;75;1;2;1;4;4;1;1;1;1;1;3;1;1;1;0;0;0;0; ; ; ; 
42;36239;1;1;80;1;1;1;4;4;1;1;1;1;1;3;1;1;0;0;0;0;0; ; ; ; 
42;36240;1;1;139;6;2;3;1;1;1;1;4;1;3;3;1;5;1;1;1;0;0; ; ; ; 
42;36241;1;1;111;1;2;1;4;4;1;1;3;1;1;3;1;3;1;0;1;0;0; ; ; ; 
42;36242;1;1;147;1;2;1;3;3;1;1;1;1;1;1;1;3;1;0;0;0;0; ; ; ; 
42;36243;1;1;133;1;1;1;3;3;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
42;36244;1;1;133;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36245;1;1;155;1;2;2;2;2;1;1;3;1;1;3;1;1;1;0;1;3;2;0;1;1;1
42;36246;1;1;134;1;1;1;2;2;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
42;36247;1;1;133;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36248;1;1;133;1;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36249;1;1;140;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36250;1;1;131;1;2;1;3;3;1;1;3;1;1;3;1;1;1;0;1;0;0; ; ; ; 
42;36251;1;1;152;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;1;1;0;1;1;2
42;36252;1;1;76;1;1;1;2;2;1;1;1;1;1;3;1;1;0;0;0;0;0; ; ; ; 
42;36253;1;1;78;1;1;1;3;3;1;1;1;1;1;3;1;1;0;0;0;0;0; ; ; ; 
42;36254;1;1;90;1;1;1;2;2;1;1;3;1;1;3;1;1;0;0;1;1;1;0;1;2;2
42;36255;1;1;278;1;2;1;3;3;1;1;3;1;1;3;1;3;1;0;1;4;2;0;1;1;2
42;36256;1;1;79;1;1;1;3;3;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
42;36257;1;1;80;1;1;1;2;2;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
42;36258;1;1;163;1;1;1;4;4;1;1;3;1;1;3;1;1;0;0;1;4;3;0;1;1;2
42;36259;1;1;284;2;3;2;3;3;1;1;3;1;1;3;1;5;1;0;1;8;5;1;1;1;2
42;36260;1;1;259;1;2;2;1;1;2;1;3;2; ; ; ;5;1;0;1;4;3;0;1;1;2
42;36261;1;1;254;1;1;1;4;4;1;1;1;1;1;3;1;5;0;0;0;3;3;0;3;2;2
42;36262;1;1;41;1;1;1;4;4;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
42;36263;1;1;41;1;1;1;2;2;1;1;3;1;1;2;1;3;0;0;1;0;0; ; ; ; 
42;36264;1;1;42;1;1;2;2;2;1;1;3;2; ; ; ;1;0;0;1;0;0; ; ; ; 
42;36267;1;1;69;1;2;3;1;1;2;1;3;1;2;3;1;6;1;1;1;2;1;0;0;1;1
42;36268;1;1;64;1;2;2;3;3;1;1;3;1;2;3;1;6;1;0;1;2;2;0;1;1;1
42;36269;1;1;162;1;1;1;2;2;1;1;3;1;1;3;1;1;0;0;1;3;1;0;1;2;2
42;36270;1;1;53;1;2;2;1;1;1;1;3;1;2;3;1;6;1;0;1;1;1;0;0;2;2
42;36271;1;1;82;1;2;3;1;1;2;1;3;1;2;3;1;6;1;1;1;4;2;0;2;1;1
42;36272;1;1;143;1;1;1;2;2;1;1;3;1;1;3;1;1;0;0;1;2;1;0;2;2;2
42;36313;1;1;122;1;1;1;5;5;1;1;1;1;1;2;1;1;0;0;0;0;0; ; ; ; 
42;36385;1;1;72;1;1;1;4;4;1;1;3;1;1;1;1;1;0;0;1;2;1;0;1;1;2
42;36386;1;1;172;1;1;1;2;2;1;1;3;1;1;3;1;1;0;0;1;5;3;0;1;1;1
42;36388;1;1;56;1;2;2;1;1;2;1;3;2; ; ; ;1;1;0;1;1;1;0;2;1;2
42;36389;1;1;52;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;1;1;0;2;2;2
42;36390;1;1;111;1;1;1;2;2;1;1;3;1;1;3;1;1;0;0;1;1;0; ;1;1;2
42;36391;1;1;112;1;1;1;2;2;1;1;1;1;1;3;1;1;0;0;0;1;1;0;3;2;2
42;36392;1;1;82;1;1;1;2;2;1;1;1;1;1;3;1;1;0;0;0;0;0; ; ; ; 
42;36393;1;1;82;1;1;1;2;2;1;1;1;1;1;3;1;5;0;0;0;0;0; ; ; ; 
42;36454;1;1;93;1;1;1;2;2;1;1;1;1;1;2;1;1;0;0;0;0;0; ; ; ; 
42;36455;1;1;84;1;1;1;2;2;1;1;1;1;1;3;1;1;0;0;0;0;0; ; ; ; 
42;36456;1;1;95;1;1;1;3;3;1;1;1;1;1;3;1;1;0;0;0;0;0; ; ; ; 
42;36512;1;1;184;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36513;1;1;204;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36514;1;1;193;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36515;1;1;218;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36516;1;1;198;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36517;1;1;194;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36518;1;1;198;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36519;1;1;189;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36520;1;1;384;1;1;1;3;3;1;1;1;1;1;1;1;3;0;0;0;3;2;1;2;2;2
42;36522;1;1;384;1;1;1;4;4;1;1;1;1;1;1;1;3;0;0;0;2;0; ;3;1;2
42;36523;1;1;384;1;1;1;3;3;1;1;1;1;1;3;1;3;0;0;0;2;0; ;3;1;2
42;36524;1;1;221;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36525;1;1;206;1;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36526;1;1;232;1;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;1;1;0;3;2;2
42;36527;1;1;239;1;1;2;3;3;1;1;1;1;1;2;1;1;0;0;0;1;1;0;3;1;2
42;36528;1;1;230;1;1;1;3;3;1;1;1;1;1;2;1;1;0;0;0;1;1;0;3;2;2
42;36531;1;1;302;1;1;2;3;3;1;1;1;1;1;2;1;1;0;0;0;3;3;0;1;2;2
42;36533;1;1;308;1;1;1;4;4;1;1;1;1;1;2;1;1;0;0;0;2;2;0;1;2;2
42;36534;1;1;236;1;1;1;3;3;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
42;36535;1;1;186;1;1;1;3;3;1;1;1;1;1;2;1;1;0;0;0;0;0; ; ; ; 
42;36536;1;1;180;1;1;1;3;3;1;1;1;1;1;2;1;1;0;0;0;0;0; ; ; ; 
42;36537;1;1;75;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
42;36542;1;7;112;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;4;3;0;3;2;2
42;36590;1;1;99;1;1;1;3;3;1;1;1;1;1;2;1;1;0;0;0;0;0; ; ; ; 
42;36591;1;1;171;1;1;1;1;1;1;1;1;1;1;3;1;3;0;0;0;2;0; ;1;1;1
42;36592;1;1;112;1;1;1;3;3;1;1;1;1;1;3;1;1;0;0;0;1;1;0;1;1;2
42;36593;1;1;114;1;1;1;3;3;1;1;3;1;1;3;1;1;0;0;1;1;1;0;2;2;2
42;36594;1;1;104;1;1;1;4;4;1;1;2;1;1;3;1;1;0;0;1;0;0; ; ; ; 
42;36595;1;1;99;1;1;1;3;3;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
42;36596;1;1;110;1;1;1;3;3;1;1;3;1;1;3;1;5;0;0;1;0;0; ; ; ; 
42;36597;1;1;120;1;1;1;3;3;1;1;2;1;1;2;1;1;0;0;1;1;1;0;2;2;2
42;36598;1;1;114;1;1;1;4;4;1;1;3;1;1;3;1;1;0;0;1;1;1;0;2;2;1
42;36599;1;1;115;1;1;1;3;3;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
42;36600;1;1;103;1;1;1;3;3;1;1;2;1;1;2;1;1;0;0;1;0;0; ; ; ; 
42;36601;1;1;155;1;1;1;3;3;1;1;3;1;1;3;1;1;0;0;1;1;0; ;2;2;2
42;36602;1;1;97;1;1;1;4;4;1;1;2;1;1;3;1;1;0;0;1;0;0; ; ; ; 
42;36603;1;1;144;1;1;1;3;3;1;1;3;1;1;3;1;5;0;0;1;0;0; ; ; ; 
42;36604;1;1;122;1;1;1;4;4;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
42;36605;1;1;132;1;1;1;4;4;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
42;36606;1;1;125;1;2;2;4;4;1;1;3;1;1;3;1;1;1;0;1;0;0; ; ; ; 
42;36607;1;1;123;1;2;2;3;3;1;1;3;1;1;3;1;1;1;0;1;0;0; ; ; ; 
42;36608;1;1;555;1;1;1;2;2;1;1;1;1;1;3;1;1;0;0;0;1;1;0;3;2;2
42;36609;1;1;545;1;1;1;2;2;1;1;1;1;1;2;1;1;0;0;0;2;2;0;3;2;2
42;36610;1;1;631;1;1;1;2;2;1;1;1;1;1;2;1;1;0;0;0;2;2;1;2;2;2
42;36611;1;1;416;1;1;1;3;3;1;1;2;1;1;2;1;1;0;0;1;1;1;0;2;2;2
42;36654;1;1;50;1;1;1;3;3;1;1;1;1;1;3;1;5;0;0;0;0;0; ; ; ; 
